year,month,date,series,value
1974,5,1974-05-01,Utilities Closing Quotations,954.08
1974,5,1974-05-01,Paper And Forest Products Closing Quotations,1144.01
1974,5,1974-05-01,Merchandising Closing Quotations,956.86
1974,5,1974-05-01,Financial Services Closing Quotations,956.41
1974,5,1974-05-01,Gold And Silver Closing Quotations,1117.79
1974,6,1974-06-01,Oil And Gas Closing Quotations,1003.91
1974,6,1974-06-01,Metals And Minerals Closing Quotations,1034
1974,6,1974-06-01,Utilities Closing Quotations,946.45
1974,6,1974-06-01,Paper And Forest Products Closing Quotations,1113.15
1974,6,1974-06-01,Merchandising Closing Quotations,971.07
1974,6,1974-06-01,Financial Services Closing Quotations,910.5
1974,6,1974-06-01,Gold And Silver Closing Quotations,1126.04
1974,7,1974-07-01,Oil And Gas Closing Quotations,1106.27
1974,7,1974-07-01,Metals And Minerals Closing Quotations,1111.06
1974,7,1974-07-01,Utilities Closing Quotations,975.5
1974,7,1974-07-01,Paper And Forest Products Closing Quotations,1165.85
1974,7,1974-07-01,Merchandising Closing Quotations,994.34
1974,7,1974-07-01,Financial Services Closing Quotations,933.78
1974,7,1974-07-01,Gold And Silver Closing Quotations,1421.66
1974,8,1974-08-01,Oil And Gas Closing Quotations,906.06
1974,8,1974-08-01,Metals And Minerals Closing Quotations,995.81
1974,8,1974-08-01,Utilities Closing Quotations,957.94
1974,8,1974-08-01,Paper And Forest Products Closing Quotations,1020.69
1974,8,1974-08-01,Merchandising Closing Quotations,828
1974,8,1974-08-01,Financial Services Closing Quotations,809.82
1974,8,1974-08-01,Gold And Silver Closing Quotations,1262.99
1974,9,1974-09-01,Oil And Gas Closing Quotations,790.39
1974,9,1974-09-01,Metals And Minerals Closing Quotations,869.17
1974,9,1974-09-01,Utilities Closing Quotations,935.62
1974,9,1974-09-01,Paper And Forest Products Closing Quotations,952.23
1974,9,1974-09-01,Merchandising Closing Quotations,756
1974,9,1974-09-01,Financial Services Closing Quotations,819.88
1974,9,1974-09-01,Gold And Silver Closing Quotations,928.72
1974,10,1974-10-01,Oil And Gas Closing Quotations,862.28
1974,10,1974-10-01,Metals And Minerals Closing Quotations,908.44
1974,10,1974-10-01,Utilities Closing Quotations,922.67
1974,10,1974-10-01,Paper And Forest Products Closing Quotations,964.32
1974,10,1974-10-01,Merchandising Closing Quotations,820.83
1974,10,1974-10-01,Financial Services Closing Quotations,850.44
1974,10,1974-10-01,Gold And Silver Closing Quotations,1184.62
1974,11,1974-11-01,Oil And Gas Closing Quotations,723.98
1974,11,1974-11-01,Metals And Minerals Closing Quotations,825.89
1974,11,1974-11-01,Utilities Closing Quotations,947.51
1974,11,1974-11-01,Paper And Forest Products Closing Quotations,1027.89
1974,11,1974-11-01,Merchandising Closing Quotations,824.08
1974,11,1974-11-01,Financial Services Closing Quotations,826.79
1974,11,1974-11-01,Gold And Silver Closing Quotations,1104.87
1974,12,1974-12-01,Oil And Gas Closing Quotations,710.45
1974,12,1974-12-01,Metals And Minerals Closing Quotations,789.46
1974,12,1974-12-01,Utilities Closing Quotations,964.51
1974,12,1974-12-01,Paper And Forest Products Closing Quotations,918.31
1974,12,1974-12-01,Merchandising Closing Quotations,807.25
1974,12,1974-12-01,Financial Services Closing Quotations,819.17
1974,12,1974-12-01,Gold And Silver Closing Quotations,1069.35
1975,1,1975-01-01,Oil And Gas Closing Quotations,935.19
1975,1,1975-01-01,Metals And Minerals Closing Quotations,913.7
1975,1,1975-01-01,Utilities Closing Quotations,1047.66
1975,1,1975-01-01,Paper And Forest Products Closing Quotations,1028.49
1975,1,1975-01-01,Merchandising Closing Quotations,999.89
1975,1,1975-01-01,Financial Services Closing Quotations,968.75
1975,1,1975-01-01,Gold And Silver Closing Quotations,999.75
1975,2,1975-02-01,Oil And Gas Closing Quotations,1003.85
1975,2,1975-02-01,Metals And Minerals Closing Quotations,914.32
1975,2,1975-02-01,Utilities Closing Quotations,1081.83
1975,2,1975-02-01,Paper And Forest Products Closing Quotations,991.41
1975,2,1975-02-01,Merchandising Closing Quotations,1012.66
1975,2,1975-02-01,Financial Services Closing Quotations,1000.02
1975,2,1975-02-01,Gold And Silver Closing Quotations,1137.61
1975,3,1975-03-01,Oil And Gas Closing Quotations,938.22
1975,3,1975-03-01,Metals And Minerals Closing Quotations,946.94
1975,3,1975-03-01,Utilities Closing Quotations,1050.63
1975,3,1975-03-01,Paper And Forest Products Closing Quotations,1002.04
1975,3,1975-03-01,Merchandising Closing Quotations,1021.07
1975,3,1975-03-01,Financial Services Closing Quotations,978.99
1975,3,1975-03-01,Gold And Silver Closing Quotations,1162.88
1975,4,1975-04-01,Oil And Gas Closing Quotations,1009.73
1975,4,1975-04-01,Metals And Minerals Closing Quotations,1038.65
1975,4,1975-04-01,Utilities Closing Quotations,1001.66
1975,4,1975-04-01,Paper And Forest Products Closing Quotations,1010.33
1975,4,1975-04-01,Merchandising Closing Quotations,1041.33
1975,4,1975-04-01,Financial Services Closing Quotations,974.5
1975,4,1975-04-01,Gold And Silver Closing Quotations,1055.1
1975,5,1975-05-01,Oil And Gas Closing Quotations,1030.1
1975,5,1975-05-01,Metals And Minerals Closing Quotations,1064.12
1975,5,1975-05-01,Utilities Closing Quotations,1010.82
1975,5,1975-05-01,Paper And Forest Products Closing Quotations,1052.35
1975,5,1975-05-01,Merchandising Closing Quotations,1048.82
1975,5,1975-05-01,Financial Services Closing Quotations,1014.65
1975,5,1975-05-01,Gold And Silver Closing Quotations,1137.68
1975,6,1975-06-01,Oil And Gas Closing Quotations,1128.97
1975,6,1975-06-01,Metals And Minerals Closing Quotations,1093.07
1975,6,1975-06-01,Utilities Closing Quotations,1004.61
1975,6,1975-06-01,Paper And Forest Products Closing Quotations,1067.32
1975,6,1975-06-01,Merchandising Closing Quotations,1028.16
1975,6,1975-06-01,Financial Services Closing Quotations,1043.19
1975,6,1975-06-01,Gold And Silver Closing Quotations,1163.85
1975,7,1975-07-01,Oil And Gas Closing Quotations,1059.16
1975,7,1975-07-01,Metals And Minerals Closing Quotations,1074.61
1975,7,1975-07-01,Utilities Closing Quotations,1001.7
1975,7,1975-07-01,Paper And Forest Products Closing Quotations,1078.18
1975,7,1975-07-01,Merchandising Closing Quotations,1066.49
1975,7,1975-07-01,Financial Services Closing Quotations,1051.98
1975,7,1975-07-01,Gold And Silver Closing Quotations,1074.21
1975,8,1975-08-01,Oil And Gas Closing Quotations,1030.84
1975,8,1975-08-01,Metals And Minerals Closing Quotations,1087.09
1975,8,1975-08-01,Utilities Closing Quotations,983.92
1975,8,1975-08-01,Paper And Forest Products Closing Quotations,1036.32
1975,8,1975-08-01,Merchandising Closing Quotations,1046.98
1975,8,1975-08-01,Financial Services Closing Quotations,1058.71
1975,8,1975-08-01,Gold And Silver Closing Quotations,954.66
1975,9,1975-09-01,Oil And Gas Closing Quotations,972.86
1975,9,1975-09-01,Metals And Minerals Closing Quotations,1002.03
1975,9,1975-09-01,Utilities Closing Quotations,927.6
1975,9,1975-09-01,Paper And Forest Products Closing Quotations,953.72
1975,9,1975-09-01,Merchandising Closing Quotations,961.43
1975,9,1975-09-01,Financial Services Closing Quotations,1018.7
1975,9,1975-09-01,Gold And Silver Closing Quotations,862.02
1975,10,1975-10-01,Oil And Gas Closing Quotations,949.81
1975,10,1975-10-01,Metals And Minerals Closing Quotations,932.66
1975,10,1975-10-01,Utilities Closing Quotations,957.42
1975,10,1975-10-01,Paper And Forest Products Closing Quotations,893.21
1975,10,1975-10-01,Merchandising Closing Quotations,881.72
1975,10,1975-10-01,Financial Services Closing Quotations,970.89
1975,10,1975-10-01,Gold And Silver Closing Quotations,783.97
1975,11,1975-11-01,Oil And Gas Closing Quotations,1029.31
1975,11,1975-11-01,Metals And Minerals Closing Quotations,974.96
1975,11,1975-11-01,Utilities Closing Quotations,985
1975,11,1975-11-01,Paper And Forest Products Closing Quotations,909.37
1975,11,1975-11-01,Merchandising Closing Quotations,971.97
1975,11,1975-11-01,Financial Services Closing Quotations,1002.02
1975,11,1975-11-01,Gold And Silver Closing Quotations,682.7
1975,12,1975-12-01,Oil And Gas Closing Quotations,978.89
1975,12,1975-12-01,Metals And Minerals Closing Quotations,954.26
1975,12,1975-12-01,Utilities Closing Quotations,965.1
1975,12,1975-12-01,Paper And Forest Products Closing Quotations,899.71
1975,12,1975-12-01,Merchandising Closing Quotations,956.83
1975,12,1975-12-01,Financial Services Closing Quotations,958.93
1975,12,1975-12-01,Gold And Silver Closing Quotations,752.59
1976,1,1976-01-01,Oil And Gas Closing Quotations,1071.8
1976,1,1976-01-01,Metals And Minerals Closing Quotations,1091
1976,1,1976-01-01,Utilities Closing Quotations,1026.88
1976,1,1976-01-01,Paper And Forest Products Closing Quotations,1095.21
1976,1,1976-01-01,Merchandising Closing Quotations,1011.44
1976,1,1976-01-01,Financial Services Closing Quotations,982.06
1976,1,1976-01-01,Gold And Silver Closing Quotations,764.17
1976,2,1976-02-01,Oil And Gas Closing Quotations,1099.7
1976,2,1976-02-01,Metals And Minerals Closing Quotations,1141.39
1976,2,1976-02-01,Utilities Closing Quotations,1025.5
1976,2,1976-02-01,Paper And Forest Products Closing Quotations,1170.72
1976,2,1976-02-01,Merchandising Closing Quotations,1067.29
1976,2,1976-02-01,Financial Services Closing Quotations,1005.92
1976,2,1976-02-01,Gold And Silver Closing Quotations,883.88
1976,3,1976-03-01,Oil And Gas Closing Quotations,1091.92
1976,3,1976-03-01,Metals And Minerals Closing Quotations,1184.18
1976,3,1976-03-01,Utilities Closing Quotations,1000.67
1976,3,1976-03-01,Paper And Forest Products Closing Quotations,1140.89
1976,3,1976-03-01,Merchandising Closing Quotations,998.87
1976,3,1976-03-01,Financial Services Closing Quotations,938.61
1976,3,1976-03-01,Gold And Silver Closing Quotations,825.51
1976,4,1976-04-01,Oil And Gas Closing Quotations,1118.05
1976,4,1976-04-01,Metals And Minerals Closing Quotations,1217.15
1976,4,1976-04-01,Utilities Closing Quotations,1027.85
1976,4,1976-04-01,Paper And Forest Products Closing Quotations,1187.38
1976,4,1976-04-01,Merchandising Closing Quotations,994.56
1976,4,1976-04-01,Financial Services Closing Quotations,963.92
1976,4,1976-04-01,Gold And Silver Closing Quotations,874
1976,5,1976-05-01,Oil And Gas Closing Quotations,1181.35
1976,5,1976-05-01,Metals And Minerals Closing Quotations,1190.56
1976,5,1976-05-01,Utilities Closing Quotations,1065.88
1976,5,1976-05-01,Paper And Forest Products Closing Quotations,1097.35
1976,5,1976-05-01,Merchandising Closing Quotations,990.01
1976,5,1976-05-01,Financial Services Closing Quotations,971.26
1976,5,1976-05-01,Gold And Silver Closing Quotations,845.2
1976,6,1976-06-01,Oil And Gas Closing Quotations,1138.04
1976,6,1976-06-01,Metals And Minerals Closing Quotations,1215.68
1976,6,1976-06-01,Utilities Closing Quotations,1048.93
1976,6,1976-06-01,Paper And Forest Products Closing Quotations,1084.1
1976,6,1976-06-01,Merchandising Closing Quotations,970.17
1976,6,1976-06-01,Financial Services Closing Quotations,916.02
1976,6,1976-06-01,Gold And Silver Closing Quotations,804.94
1976,7,1976-07-01,Oil And Gas Closing Quotations,1087.02
1976,7,1976-07-01,Metals And Minerals Closing Quotations,1229.59
1976,7,1976-07-01,Utilities Closing Quotations,1060.88
1976,7,1976-07-01,Paper And Forest Products Closing Quotations,1063.44
1976,7,1976-07-01,Merchandising Closing Quotations,906.49
1976,7,1976-07-01,Financial Services Closing Quotations,945.49
1976,7,1976-07-01,Gold And Silver Closing Quotations,736.4
1976,8,1976-08-01,Oil And Gas Closing Quotations,1080.28
1976,8,1976-08-01,Metals And Minerals Closing Quotations,1195.37
1976,8,1976-08-01,Utilities Closing Quotations,1108.13
1976,8,1976-08-01,Paper And Forest Products Closing Quotations,1132.91
1976,8,1976-08-01,Merchandising Closing Quotations,904.49
1976,8,1976-08-01,Financial Services Closing Quotations,964.1
1976,8,1976-08-01,Gold And Silver Closing Quotations,680.57
1976,9,1976-09-01,Oil And Gas Closing Quotations,1007.17
1976,9,1976-09-01,Metals And Minerals Closing Quotations,1166.89
1976,9,1976-09-01,Utilities Closing Quotations,1113.78
1976,9,1976-09-01,Paper And Forest Products Closing Quotations,1114.96
1976,9,1976-09-01,Merchandising Closing Quotations,877.03
1976,9,1976-09-01,Financial Services Closing Quotations,965.51
1976,9,1976-09-01,Gold And Silver Closing Quotations,722.63
1976,10,1976-10-01,Oil And Gas Closing Quotations,965.77
1976,10,1976-10-01,Metals And Minerals Closing Quotations,1109.51
1976,10,1976-10-01,Utilities Closing Quotations,1107.88
1976,10,1976-10-01,Paper And Forest Products Closing Quotations,1066.13
1976,10,1976-10-01,Merchandising Closing Quotations,845.45
1976,10,1976-10-01,Financial Services Closing Quotations,924.43
1976,10,1976-10-01,Gold And Silver Closing Quotations,765.07
1976,11,1976-11-01,Oil And Gas Closing Quotations,950.5
1976,11,1976-11-01,Metals And Minerals Closing Quotations,1012.2
1976,11,1976-11-01,Utilities Closing Quotations,1060.2
1976,11,1976-11-01,Paper And Forest Products Closing Quotations,937.9
1976,11,1976-11-01,Merchandising Closing Quotations,778.3
1976,11,1976-11-01,Financial Services Closing Quotations,847.9
1976,11,1976-11-01,Gold And Silver Closing Quotations,872.1
1976,12,1976-12-01,Oil And Gas Closing Quotations,1097.37
1976,12,1976-12-01,Metals And Minerals Closing Quotations,1099.91
1976,12,1976-12-01,Utilities Closing Quotations,1113.94
1976,12,1976-12-01,Paper And Forest Products Closing Quotations,1013.28
1976,12,1976-12-01,Merchandising Closing Quotations,847.61
1976,12,1976-12-01,Financial Services Closing Quotations,928.33
1976,12,1976-12-01,Gold And Silver Closing Quotations,883.19
1977,1,1977-01-01,Oil And Gas Closing Quotations,1093.27
1977,1,1977-01-01,Metals And Minerals Closing Quotations,1195.54
1977,1,1977-01-01,Utilities Closing Quotations,1096.29
1977,1,1977-01-01,Paper And Forest Products Closing Quotations,965.76
1977,1,1977-01-01,Merchandising Closing Quotations,811.85
1977,1,1977-01-01,Financial Services Closing Quotations,894.75
1977,1,1977-01-01,Gold And Silver Closing Quotations,863.67
1977,2,1977-02-01,Oil And Gas Closing Quotations,1103.47
1977,2,1977-02-01,Metals And Minerals Closing Quotations,1122.22
1977,2,1977-02-01,Utilities Closing Quotations,1130.22
1977,2,1977-02-01,Paper And Forest Products Closing Quotations,986.96
1977,2,1977-02-01,Merchandising Closing Quotations,800.67
1977,2,1977-02-01,Financial Services Closing Quotations,902.86
1977,2,1977-02-01,Gold And Silver Closing Quotations,1086.38
1977,3,1977-03-01,Oil And Gas Closing Quotations,1115.15
1977,3,1977-03-01,Metals And Minerals Closing Quotations,1159.52
1977,3,1977-03-01,Utilities Closing Quotations,1121.59
1977,3,1977-03-01,Paper And Forest Products Closing Quotations,1040.2
1977,3,1977-03-01,Merchandising Closing Quotations,830.61
1977,3,1977-03-01,Financial Services Closing Quotations,885.42
1977,3,1977-03-01,Gold And Silver Closing Quotations,1076.21
1977,4,1977-04-01,Oil And Gas Closing Quotations,1095.96
1977,4,1977-04-01,Metals And Minerals Closing Quotations,1111.79
1977,4,1977-04-01,Utilities Closing Quotations,1119.73
1977,4,1977-04-01,Paper And Forest Products Closing Quotations,980.88
1977,4,1977-04-01,Merchandising Closing Quotations,814.41
1977,4,1977-04-01,Financial Services Closing Quotations,861.43
1977,4,1977-04-01,Gold And Silver Closing Quotations,1011.89
1977,5,1977-05-01,Oil And Gas Closing Quotations,1088.1
1977,5,1977-05-01,Metals And Minerals Closing Quotations,1044.88
1977,5,1977-05-01,Utilities Closing Quotations,1164.11
1977,5,1977-05-01,Paper And Forest Products Closing Quotations,896.48
1977,5,1977-05-01,Merchandising Closing Quotations,791.29
1977,5,1977-05-01,Financial Services Closing Quotations,856.8
1977,5,1977-05-01,Gold And Silver Closing Quotations,959.98
1977,6,1977-06-01,Oil And Gas Closing Quotations,1190.31
1977,6,1977-06-01,Metals And Minerals Closing Quotations,1047.95
1977,6,1977-06-01,Utilities Closing Quotations,1224.06
1977,6,1977-06-01,Paper And Forest Products Closing Quotations,906.48
1977,6,1977-06-01,Merchandising Closing Quotations,820.31
1977,6,1977-06-01,Financial Services Closing Quotations,934.48
1977,6,1977-06-01,Gold And Silver Closing Quotations,996.14
1977,7,1977-07-01,Oil And Gas Closing Quotations,1217.07
1977,7,1977-07-01,Metals And Minerals Closing Quotations,991.68
1977,7,1977-07-01,Utilities Closing Quotations,1229.91
1977,7,1977-07-01,Paper And Forest Products Closing Quotations,944.9
1977,7,1977-07-01,Merchandising Closing Quotations,814.9
1977,7,1977-07-01,Financial Services Closing Quotations,957.24
1977,7,1977-07-01,Gold And Silver Closing Quotations,1089.96
1977,8,1977-08-01,Oil And Gas Closing Quotations,1169.08
1977,8,1977-08-01,Metals And Minerals Closing Quotations,939.78
1977,8,1977-08-01,Utilities Closing Quotations,1215.44
1977,8,1977-08-01,Paper And Forest Products Closing Quotations,915.86
1977,8,1977-08-01,Merchandising Closing Quotations,809.12
1977,8,1977-08-01,Financial Services Closing Quotations,930.3
1977,8,1977-08-01,Gold And Silver Closing Quotations,1072.05
1977,9,1977-09-01,Oil And Gas Closing Quotations,1226.18
1977,9,1977-09-01,Metals And Minerals Closing Quotations,892.77
1977,9,1977-09-01,Utilities Closing Quotations,1223.99
1977,9,1977-09-01,Paper And Forest Products Closing Quotations,859.9
1977,9,1977-09-01,Merchandising Closing Quotations,811.61
