year,month,date,financial services,gold and silver,merchandising,metals and minerals,oil and gas,paper and forest products,utilities
2000,1,2000-01-01,7081.33,4333.97,4632.81,4072.68,5785.82,5357.57,13811.64
2000,2,2000-02-01,7052.19,4222.76,4519.33,3490.39,5496.68,5161.34,14852.93
2000,3,2000-03-01,7565.13,3964.46,4463.73,3546.06,6216.2,5268.77,16567.23
2000,4,2000-04-01,7748.85,4206.46,4828.19,3470.99,6623.35,5942.44,15692.61
2000,5,2000-05-01,8418.77,4414.52,5158.33,3586.36,7603.25,5390.78,13994.12
2000,6,2000-06-01,8377.23,4457.98,5204.47,3329.79,7480.02,4943.71,14206.55
2000,7,2000-07-01,8529.08,3957.85,5268.02,3392.12,7029.32,4908.54,14247.19
2000,8,2000-08-01,9277.46,4084.65,5315.61,3634.96,7659.41,5424.86,14129.76
2000,9,2000-09-01,9805.2,4055.1,5454.3,3396.95,8025.44,4905.29,14529.05
2000,10,2000-10-01,10121.38,3671.1,5498.1,3528.29,7341.56,4730.95,15536.36
2000,11,2000-11-01,9842.6,4080.75,5534.08,3428.89,7531.05,4539.09,15237.06
2000,12,2000-12-01,10957.49,4340.66,5522.45,3746.88,8575.51,4827.69,15962.66
2001,1,2001-01-01,10855.79,4080.77,5500,3842.22,7981.85,4539.56,15997.09
2001,2,2001-02-01,10469.38,4359.85,5675.77,4099.27,8557.65,4534.47,14874.09
2001,3,2001-03-01,10257.91,4128.21,5620.85,3987.64,8709.4,4813.6,13329.21
2001,4,2001-04-01,9766.48,4639.3,5861.32,4701.53,9454.45,5107.12,13788.76
2001,5,2001-05-01,10620.01,4768.95,5914.12,4827.41,9664.72,5163.78,14051.69
2001,6,2001-06-01,10696.24,4536.53,5970.22,4395.12,8719.41,4735.7,14053.08
2001,7,2001-07-01,11044.66,4496.36,6207.92,4094.26,8804.47,4824.29,13541.77
2001,8,2001-08-01,11184.02,4829.92,6401.3,4075.36,8354.56,4923.43,12687.78
2001,9,2001-09-01,10484.32,5416.56,6021.85,3462.13,8302.68,4142.41,11297.28
2001,10,2001-10-01,9974.88,5037.16,5837.61,3567.27,9210.36,4100.33,11739.83
2001,11,2001-11-01,10792.62,4819.46,6258.99,4008.71,8695.32,4674.9,12140.69
2001,12,2001-12-01,10993.85,5076.01,6582.5,4160.11,9098.9,4949.92,11937.58
2002,1,2002-01-01,10825.26,5664.48,6658.01,4414.72,8958.97,5294.37,11582.82
2002,2,2002-02-01,10940.84,5972.52,7033.43,4661.16,9769.5,5670.18,11081.64
2002,3,2002-03-01,11413.78,6191.78,7579.14,4731.96,10456.29,5730.98,10005.74
2002,4,2002-04-01,11483.49,6503.02,7673.32,4502.47,10521.27,5682.71,9876.18
2002,5,2002-05-01,11512.34,7384.83,7947,4634.54,10414.12,5643.09,9931.7
2002,6,2002-06-01,10660.93,6373.09,7654.08,4531.4,10375.28,5850.83,9197.61
2002,7,2002-07-01,10108.28,5376.96,7089.77,3620.69,9906.24,5185.17,8816
2002,8,2002-08-01,10088.62,5996.94,7153.03,3586.91,10285.67,5030.26,9453.3
2002,9,2002-09-01,9367.83,6060.44,6730.9,3259.82,10327.69,4525.85,9526.86
2002,10,2002-10-01,9513.23,5430.39,6712.01,3644.29,9578.86,4470.85,9239.83
2002,11,2002-11-01,10354.67,5345.42,6615.73,3975.11,9485.9,5064.15,9675.65
2002,12,2002-12-01,10409.78,6404.74,6536.82,3890.29,10255.74,5003.53,9750.49
2003,1,2003-01-01,10211.45,6293.93,6324.23,3814.17,10290.16,4865.92,9870.59
2003,2,2003-02-01,10566.62,5740.86,6291.34,3722.56,10628.33,4836.14,9600.92
2003,3,2003-03-01,10368.68,5339.15,6136.32,3545.43,10216.22,4429.93,9323.01
2003,4,2003-04-01,10910.32,5146.13,6457.22,3511.06,9907.04,4320.4,9998.6
2003,5,2003-05-01,11017.13,5470.23,6797,3568.73,10645.14,4066.15,10586.34
2003,6,2003-06-01,11335.23,5548.85,6894.25,3655.4,10915.22,4111.14,11013.13
